date_time,branch,payment_type,order_id,product,price
2024-04-27 00:00:00,Brixton,Cash,934afe01-8b00-48ad-b336-6ade8e13ab39,Cappuccino,3.0
2024-04-27 14:12:00,Brixton,Cash,2d104ec9-cb36-4daf-8050-9189e8cd2044,Mocha,3.75
2024-04-27 18:47:00,Brixton,Cash,da0ab5ae-0b92-4f92-ae93-4373393ba9ef,Macchiato,3.1
2024-04-27 17:55:00,Brixton,,b060d51a-e4d0-4c24-b8af-e629ad4a2c46,Americano,2.2
2024-04-27 00:00:00,Brixton,Card,71fb12e5-c97d-4acb-8e68-8fed23014233,Americano,2.2
2024-04-27 00:00:00,Brixton,Card,71fb12e5-c97d-4acb-8e68-8fed23014233,Mocha,3.75
2024-04-27 10:43:00,Brixton,Card,3e0d52da-ffdc-44e0-9cc1-9d1666fa9a01,Latte,2.5
2024-04-27 10:43:00,Brixton,Card,3e0d52da-ffdc-44e0-9cc1-9d1666fa9a01,Espresso,2.0
2024-04-27 10:43:00,Brixton,Card,3e0d52da-ffdc-44e0-9cc1-9d1666fa9a01,Macchiato,3.1
2024-04-27 18:45:00,Brixton,Card,5ab16ed8-a864-405b-ade8-c0cbdc45f810,Americano,2.2
2024-04-27 15:08:00,Brixton,Card,810411f9-933e-4757-b258-09835b856565,Flat White,2.75
2024-04-27 09:09:00,Brixton,Cash,9a6f8119-f02d-4571-b9e0-760a6f3fb4a9,Flat White,2.75
2024-04-27 22:38:00,Brixton,Cash,751fb483-b816-4b9a-a609-22988dee7815,Latte,2.5
2024-04-27 22:38:00,Brixton,Cash,751fb483-b816-4b9a-a609-22988dee7815,Espresso,2.0
2024-04-27 13:31:00,Brixton,Cash,3b3af694-1243-4337-8d46-f7bbf8535b0f,Macchiato,3.1
2024-04-27 14:47:00,Brixton,Cash,9e1988dc-5101-4422-833a-6e336b706f29,Espresso,2.0
2024-04-27 14:47:00,Brixton,Cash,9e1988dc-5101-4422-833a-6e336b706f29,Latte,2.5
2024-04-27 00:00:00,Brixton,Cash,aaf6ec60-b572-46ec-910a-d99716d61b10,Flat White,2.75
2024-04-27 14:12:00,Brixton,Card,209e5ee1-d040-4d5f-a39e-b60224c0f0b3,Americano,2.2
2024-04-27 14:12:00,Brixton,Card,209e5ee1-d040-4d5f-a39e-b60224c0f0b3,Mocha,3.75
2024-04-27 14:12:00,Brixton,Card,209e5ee1-d040-4d5f-a39e-b60224c0f0b3,Flat White,2.75
2024-04-27 11:07:00,Brixton,Card,c4c24b7b-b2eb-4e03-8f78-0863470a8b33,Cappuccino,3.0
2024-04-27 11:07:00,Brixton,Card,c4c24b7b-b2eb-4e03-8f78-0863470a8b33,Flat White,2.75
2024-04-27 11:07:00,Brixton,Card,c4c24b7b-b2eb-4e03-8f78-0863470a8b33,Espresso,2.0
2024-04-27 00:00:00,Brixton,Cash,66721c24-65af-4f92-87ad-bfcc79dd6fd1,Cappuccino,3.0
2024-04-27 00:00:00,Brixton,Cash,66721c24-65af-4f92-87ad-bfcc79dd6fd1,Mocha,3.75
2024-04-27 00:00:00,Brixton,Cash,66721c24-65af-4f92-87ad-bfcc79dd6fd1,Americano,2.2
2024-04-27 00:00:00,Brixton,Cash,e6ef8ce7-a715-429d-be75-1afd8072878b,Flat White,2.75
2024-04-27 00:00:00,Brixton,Cash,0809b980-1f8f-4c72-8f24-81a9eb4b4674,Espresso,2.0
2024-04-27 00:00:00,Brixton,Cash,0809b980-1f8f-4c72-8f24-81a9eb4b4674,Flat White,2.75
2024-04-27 00:00:00,Brixton,Cash,a0f83b71-9cd9-44f2-aa9c-a1fd20e9e705,Latte,2.5
2024-04-27 00:00:00,Brixton,Cash,a0f83b71-9cd9-44f2-aa9c-a1fd20e9e705,Mocha,3.75
2024-04-27 00:00:00,Brixton,Cash,a0f83b71-9cd9-44f2-aa9c-a1fd20e9e705,Espresso,2.0
2024-04-27 22:58:00,Brixton,Card,649956ea-165f-4cc0-a706-4b32b8affe73,Mocha,3.75
2024-04-27 22:58:00,Brixton,Card,649956ea-165f-4cc0-a706-4b32b8affe73,Mocha,3.75
2024-04-27 18:48:00,Brixton,Card,613ededd-513c-4d9e-aa0c-3a1783f5bb25,Espresso,2.0
2024-04-27 18:48:00,Brixton,Card,613ededd-513c-4d9e-aa0c-3a1783f5bb25,Espresso,2.0
2024-04-27 18:48:00,Brixton,Card,613ededd-513c-4d9e-aa0c-3a1783f5bb25,Espresso,2.0
2024-04-27 22:07:00,Brixton,Card,8b352b11-1c52-4dde-a043-0a529c9dd235,Latte,2.5
2024-04-27 22:07:00,Brixton,Card,8b352b11-1c52-4dde-a043-0a529c9dd235,Cappuccino,3.0
2024-04-27 00:00:00,Brixton,Cash,e5bbf0e1-4cda-4493-a775-7e7aaf16fb2f,Espresso,2.0
2024-04-27 00:00:00,Brixton,Cash,e5bbf0e1-4cda-4493-a775-7e7aaf16fb2f,Cappuccino,3.0
2024-04-27 00:00:00,Brixton,Cash,e5bbf0e1-4cda-4493-a775-7e7aaf16fb2f,Cappuccino,3.0
