order_id,date_time,branch,payment_type
934afe01-8b00-48ad-b336-6ade8e13ab39,2024-04-27 00:00:00,Brixton,Cash
2d104ec9-cb36-4daf-8050-9189e8cd2044,2024-04-27 14:12:00,Brixton,Cash
da0ab5ae-0b92-4f92-ae93-4373393ba9ef,2024-04-27 18:47:00,Brixton,Cash
b060d51a-e4d0-4c24-b8af-e629ad4a2c46,2024-04-27 17:55:00,Brixton,
71fb12e5-c97d-4acb-8e68-8fed23014233,2024-04-27 00:00:00,Brixton,Card
3e0d52da-ffdc-44e0-9cc1-9d1666fa9a01,2024-04-27 10:43:00,Brixton,Card
5ab16ed8-a864-405b-ade8-c0cbdc45f810,2024-04-27 18:45:00,Brixton,Card
810411f9-933e-4757-b258-09835b856565,2024-04-27 15:08:00,Brixton,Card
9a6f8119-f02d-4571-b9e0-760a6f3fb4a9,2024-04-27 09:09:00,Brixton,Cash
751fb483-b816-4b9a-a609-22988dee7815,2024-04-27 22:38:00,Brixton,Cash
3b3af694-1243-4337-8d46-f7bbf8535b0f,2024-04-27 13:31:00,Brixton,Cash
9e1988dc-5101-4422-833a-6e336b706f29,2024-04-27 14:47:00,Brixton,Cash
aaf6ec60-b572-46ec-910a-d99716d61b10,2024-04-27 00:00:00,Brixton,Cash
209e5ee1-d040-4d5f-a39e-b60224c0f0b3,2024-04-27 14:12:00,Brixton,Card
c4c24b7b-b2eb-4e03-8f78-0863470a8b33,2024-04-27 11:07:00,Brixton,Card
66721c24-65af-4f92-87ad-bfcc79dd6fd1,2024-04-27 00:00:00,Brixton,Cash
e6ef8ce7-a715-429d-be75-1afd8072878b,2024-04-27 00:00:00,Brixton,Cash
0809b980-1f8f-4c72-8f24-81a9eb4b4674,2024-04-27 00:00:00,Brixton,Cash
a0f83b71-9cd9-44f2-aa9c-a1fd20e9e705,2024-04-27 00:00:00,Brixton,Cash
649956ea-165f-4cc0-a706-4b32b8affe73,2024-04-27 22:58:00,Brixton,Card
613ededd-513c-4d9e-aa0c-3a1783f5bb25,2024-04-27 18:48:00,Brixton,Card
8b352b11-1c52-4dde-a043-0a529c9dd235,2024-04-27 22:07:00,Brixton,Card
e5bbf0e1-4cda-4493-a775-7e7aaf16fb2f,2024-04-27 00:00:00,Brixton,Cash
428926b7-5607-4bfd-995b-acd309aa87cb,2024-04-27 00:00:00,Brixton,Cash
dafb9239-c272-4a88-a720-199a526a2364,2024-04-27 00:00:00,Brixton,Card
7e0d76a4-190c-4527-a4f0-b25d15daf2e3,2024-04-27 09:18:00,Brixton,Card
55b203d6-bc3e-4b8d-9ce8-7cf3192d6144,2024-04-27 09:16:00,Brixton,Card
22d4cef9-d9e8-4fb7-acb1-6b566160a63e,2024-04-27 20:56:00,Brixton,Card
7f11dcd2-d69e-4598-8393-752388b91f7c,2024-04-27 00:00:00,Brixton,Cash
ba93493c-86a5-42c1-b80b-aa26d19764bd,2024-04-27 13:33:00,Brixton,Card
25acf38f-a6ff-4107-bfa8-93c97bd852b1,2024-04-27 17:14:00,Brixton,Cash
d294812e-405c-431a-b94e-ef1333b01b5e,2024-04-27 07:32:00,Brixton,Card
2a6acc39-489c-42f5-911e-d42642d7b602,2024-04-27 00:00:00,Brixton,Cash
4e61267d-b263-4caf-a58a-e54d88e7cc62,2024-04-27 07:25:00,Brixton,Card
b470adca-0d74-46de-87c7-eed272819adc,2024-04-27 20:47:00,Brixton,
3e1be2d3-8372-40a6-82d1-f7ded98578c5,2024-04-27 07:55:00,Brixton,Card
4960d092-6107-45a4-b098-effd3f4839ed,2024-04-27 22:29:00,Brixton,Card
e5c2aebe-5028-4a36-81f9-8ce4edfba07f,2024-04-27 08:58:00,Brixton,Card
cc4512ff-26ff-4def-b5ee-cef1780bbc6b,2024-04-27 20:52:00,Brixton,Card
197c8edf-562a-4a7b-b334-63aa5e86562c,2024-04-27 00:00:00,Brixton,Card
24b25cf6-1533-4d77-9cfb-15abcd7bdb54,2024-04-27 13:59:00,Brixton,Cash
ff15aa69-773b-4739-b36b-1d578a6b2853,2024-04-27 20:47:00,Brixton,Cash
a132eefd-f4cd-4181-a64a-96352009880f,2024-04-27 00:00:00,Brixton,Card
bdb859a0-e1b6-4709-a8de-bdd408197210,2024-04-27 00:00:00,Brixton,Cash
c5ffa459-c432-4026-907c-7a4136b1f313,2024-04-27 00:00:00,Brixton,Cash
f1e484af-5c9a-4606-94c6-2eb6b2c8c0ed,2024-04-27 00:00:00,Brixton,Card
dc3b6f13-1aa2-4539-a080-cb5554c54db4,2024-04-27 16:38:00,Brixton,Card
095c5f0d-4ed8-4f92-8796-cc793104f104,2024-04-27 22:01:00,Brixton,Card
71ec5f6d-437d-4bc5-9e05-f74b30a9658b,2024-04-27 19:14:00,Brixton,Cash
3b9daf74-292c-4f23-9365-d543f10f087c,2024-04-27 14:47:00,Brixton,Card
8bc138de-5fc9-4372-a9a8-6fb5c8ba42b7,2024-04-27 00:00:00,Brixton,Card
52ee1d39-49ff-4b12-8564-3ac99c6e7a4e,2024-04-27 00:00:00,Brixton,Cash
