Date/Time,Branch,Payment Type,Order ID,Product,Price
2024-09-03 12:18:00,Richmond,Card,fc67c43b-e9dc-473c-aff4-def568958825,Cappuccino,3.0
2025-01-15 01:31:00,Epsom,Card,76728a85-71c2-4cef-b417-456756a23e4a,Latte,3.5
2024-10-23 06:00:00,Richmond,Card,95946940-9669-4623-8a86-5f205ae6eb5c,Mocha,3.75
2024-12-26 07:47:00,Chessington,Cash,36bd4101-6707-4e49-8c4a-fc55e2c5fb9e,Latte,3.5
2025-02-05 23:39:00,Epsom,Card,1fb1c12c-ff7f-49c8-be89-ecde6914c81c,Mocha,3.75
2025-02-26 07:59:00, Richmond ,Cash,d8fefb6d-c2db-4439-9607-3c3e31d968b2,Cappuccino,3.0
2024-09-19 11:57:00,Richmond,Card,00460549-12fc-4a9e-8445-6556a65b4fab,Americano,2.5
2024-11-12 12:06:00,Wimbledon,Cash,cf0c4f73-08c8-47ff-9dcd-192dcdafb999,Mocha,3.75
2025-04-17 03:17:00,Chessington,Card,742b55fa-c064-44d2-8f13-46bd0aab67ea,Americano,2.5
2024-10-19 20:11:00,Epsom,Cash,58748ef9-1d4b-4c79-9e58-6dde36c9ec5a,Espresso,2.0
2025-01-26 14:52:00,Epsom,Cash,d0b64c1b-d341-42f2-9413-012402108b88,Cappuccino,3.0
2025-06-05 11:57:00,Kingston,Cash,351f0973-455a-4caa-b05d-04e165eb250d,Latte,3.5
2025-03-08 15:22:00,Wimbledon,Card,e34b4497-9a12-42e6-bda9-becf425ce167,Americano,2.5
2024-07-22 20:58:00,Epsom,Card,632ac21e-fc3e-48fc-95b1-01ae0ae21bf5,Americano,2.5
2024-11-27 15:49:00,Chessington,Card,0877cdbf-4746-4c1a-bc0a-f6c068a4bc35,Americano,2.5
2025-01-28 20:20:00,Richmond,Card,1eff6cd5-2bc6-4f4b-ad82-ab78b10ac3df,Latte,3.5
2025-05-04 13:41:00,Kingston,Card,2e9ca12e-fae4-43a1-8ff8-5fdd2b497bd6,Espresso,2.0
2025-03-08 23:09:00,Richmond,Cash,ec9a75f8-3a5f-444c-92e9-20957e12df02,Latte,3.5
2025-06-13 16:03:00,Epsom,Cash,27af1b2c-d7d1-4726-b09e-ad5c4967c00f,Cappuccino,3.0
2024-10-14 05:54:00,Epsom,Cash,35d16eb5-c847-4053-8c84-604a7b4617e7,Espresso,2.0
2025-03-19 19:42:00,Wimbledon,Cash,ea3983ef-f51d-40ac-aaba-f20af12ee749,Cappuccino,3.0
2025-03-05 03:02:00, Epsom ,Card,3003e655-188a-4d24-b78d-688b2d4a47ab,Espresso,2.0
2024-09-03 12:18:00,Richmond,Card,356bc9bb-2547-4184-a819-5e70d477dabb,Mocha,3.75
2025-01-14 14:29:00,Kingston,Card,6b493035-494e-403e-9c6e-f2971777ff84,Latte,3.5
2025-01-14 14:29:00,Kingston,Card,6b493035-494e-403e-9c6e-f2971777ff84,Americano,2.5
2025-01-14 14:29:00,Kingston,Card,6b493035-494e-403e-9c6e-f2971777ff84,Mocha,3.75
2025-01-14 14:29:00,Kingston,Card,6b493035-494e-403e-9c6e-f2971777ff84,Cappuccino,3.0
2025-05-16 08:06:00,Kingston,Cash,50fa4978-74d1-4b2a-acf0-f4f04cd4729e,Latte,3.5
2025-03-16 04:27:00,Richmond,Cash,aa346d94-e592-4ad7-a328-b3ddcc599123,Mocha,3.75
2024-08-17 09:10:00,Kingston,Card,b40cf55c-db8d-4c11-bd9f-9117e7abf4ab,Espresso,2.0
2024-07-25 21:52:00,Kingston,Cash,16411b36-ed47-463b-b98e-d6b39a67f982,Latte,3.5
2025-02-04 14:38:00,Epsom,Card,ead94e36-5664-4bad-abbf-4de252529328,Cappuccino,3.0
2025-02-04 14:38:00,Epsom,Card,ead94e36-5664-4bad-abbf-4de252529328,Latte,3.5
2025-02-04 14:38:00,Epsom,Card,ead94e36-5664-4bad-abbf-4de252529328,Mocha,3.75
2025-02-04 14:38:00,Epsom,Card,ead94e36-5664-4bad-abbf-4de252529328,Espresso,2.0
2024-07-13 21:32:00, Wimbledon ,Card,18949d4f-ecd5-431f-acf2-0414a5701686,Cappuccino,3.0
2024-07-01 15:58:00,Chessington,Card,97ff0c60-87dc-4958-8d3b-72f1cd457361,Latte,3.5
2024-08-09 20:54:00,Richmond,Cash,931beca0-cb9c-4bf2-8553-ad257b3ac2b2,Americano,2.5
2025-01-14 14:45:00, Richmond ,Card,fd88faf9-5b9a-4360-9d4a-66cc3c8358d5,Espresso,2.0
2025-01-14 17:19:00,Richmond,Cash,a825aaaf-63ca-46c8-b80d-1b9bb297a8fb,Americano,2.5
2024-12-11 11:58:00, Richmond ,Card,fbb0efb2-0b52-4ba0-b427-ab8feaeb4d08,Americano,2.5
2024-12-11 11:58:00,Richmond,Card,188b7bdf-481a-4702-9357-c826587e0c4e,Latte,3.5
2025-06-11 10:41:00,Epsom,Card,49cae898-bc8e-4a07-8dbd-a3a640ac6275,Cappuccino,3.0
2024-07-16 15:47:00,Wimbledon,Card,d1fbaf33-61cf-4c7d-bfd9-5ee0a35e0a91,Latte,3.5
2024-12-06 02:37:00,Epsom,Card,d3054da5-c568-4ee0-a68e-85cae994269f,Latte,3.5
2025-01-16 05:37:00,Kingston,Cash,adf13455-6ac3-40fb-b68c-6630f5c1a1c3,Americano,2.5
2025-02-26 07:59:00,Richmond,Cash,62869104-b1cf-48cd-8821-c8b543b3d482,Espresso,2.0
2025-02-26 07:59:00,Richmond,Cash,62869104-b1cf-48cd-8821-c8b543b3d482,Mocha,3.75
2024-10-02 01:58:00,Chessington,Cash,c9204995-da64-452e-9d33-92fb0094850a,Cappuccino,3.0
2025-01-13 02:55:00,Kingston,Card,b6c83635-2f95-4338-bced-fd5f5c766fed,Latte,3.5
2024-09-24 18:40:00,Richmond,Cash,4a842743-91a4-404c-bbaf-aaa8ed39c7e8,Latte,3.5
2024-07-01 18:47:00,Wimbledon,Cash,9a7eea8f-087f-4b8d-a5e1-a49415d57df3,Espresso,2.0
2024-10-01 07:18:00,Chessington,Cash,4bac372b-7e8b-4597-8bfb-9c220ccd228d,Latte,3.5
2024-07-15 13:16:00,Epsom,Card,a2152e3b-509b-4bdd-a410-f7f73e4eee0f,Latte,3.5
2024-07-15 13:16:00,Epsom,Card,a2152e3b-509b-4bdd-a410-f7f73e4eee0f,Mocha,3.75
2025-01-10 05:42:00,Wimbledon,Cash,5b8fe9f6-53ee-4b4b-a4cf-460cee7057de,Latte,3.5
2024-12-13 11:24:00,Richmond,Card,8cdc7e61-5d04-4bc4-8ef6-431f6729ad7c,Americano,2.5
2024-12-13 11:24:00,Richmond,Card,8cdc7e61-5d04-4bc4-8ef6-431f6729ad7c,Espresso,2.0
2024-12-13 11:24:00,Richmond,Card,8cdc7e61-5d04-4bc4-8ef6-431f6729ad7c,Mocha,3.75
2025-02-16 17:45:00, Kingston ,Cash,9ee46dcf-646a-4edf-b74c-31ab5b8a540e,Americano,2.5
2025-02-16 17:45:00,Kingston,Cash,ab04d2be-cbef-4825-9673-d7c2599cbbac,Latte,3.5
2025-02-16 17:45:00,Kingston,Cash,ab04d2be-cbef-4825-9673-d7c2599cbbac,Mocha,3.75
2025-02-16 17:45:00,Kingston,Cash,ab04d2be-cbef-4825-9673-d7c2599cbbac,Espresso,2.0
2025-04-17 03:17:00,Chessington,Card,ff23d352-f507-49d6-989a-c40b74eb5eea,Mocha,3.75
2025-04-17 03:17:00,Chessington,Card,ff23d352-f507-49d6-989a-c40b74eb5eea,Latte,3.5
2025-03-02 11:14:00,Epsom,Cash,bd31243c-20f8-4eff-ad9b-85033bab2d51,Latte,3.5
2025-05-21 05:30:00,Epsom,Cash,e2f942b9-b319-448d-aedc-4e3b2e7168d1,Americano,2.5
2025-05-21 05:30:00,Epsom,Cash,e2f942b9-b319-448d-aedc-4e3b2e7168d1,Latte,3.5
2025-05-21 05:30:00,Epsom,Cash,e2f942b9-b319-448d-aedc-4e3b2e7168d1,Cappuccino,3.0
2025-05-21 05:30:00,Epsom,Cash,e2f942b9-b319-448d-aedc-4e3b2e7168d1,Mocha,3.75
2024-11-23 06:00:00,Epsom,Card,0ef0efe1-49f8-427e-b892-091f43406c66,Espresso,2.0
2025-01-25 15:51:00,Richmond,Card,749537eb-3099-4cb9-8749-34abaabf6216,Mocha,3.75
2024-11-03 14:10:00,Epsom,Cash,d785d8ab-73a0-4871-925a-cec7ae151dd8,Americano,2.5
2024-11-03 14:10:00,Epsom,Cash,d785d8ab-73a0-4871-925a-cec7ae151dd8,Latte,3.5
2024-12-05 06:47:00,Chessington,Cash,3c8a42e6-d95e-482e-ae13-399c560baf28,Latte,3.5
2024-10-19 20:11:00,Epsom,Cash,34a021a7-b494-4af1-b22e-4d44ae719fe5,Americano,2.5
2024-10-19 20:11:00,Epsom,Cash,34a021a7-b494-4af1-b22e-4d44ae719fe5,Mocha,3.75
2024-10-19 20:11:00,Epsom,Cash,34a021a7-b494-4af1-b22e-4d44ae719fe5,Cappuccino,3.0
2025-04-27 20:38:00,Wimbledon,Cash,bfa0f3b9-2e5a-49e4-9cd6-a6ddc53238f4,Espresso,2.0
2024-10-24 23:35:00,Chessington,Cash,d5912ae5-2106-4efe-92f9-1d89d7cf367a,Mocha,3.75
2024-11-10 07:10:00,Kingston,Cash,5e8ccdf0-5e7a-4811-95d4-516e1b446751,Americano,2.5
2024-10-12 22:09:00,Kingston,Cash,6a7c7285-acef-4bf9-a68c-aad958655aa4,Cappuccino,3.0
2025-01-14 23:19:00,Richmond,Cash,ba70515c-3d15-4eaf-83c8-34f82c05dca1,Americano,2.5
2025-03-23 09:51:00,Wimbledon,Card,249adb5f-0164-4f33-9bdf-c436864af639,Latte,3.5
2024-07-28 01:17:00, Kingston ,Card,cfe08fd5-e3ce-4fb1-8a42-e1d37479919c,Americano,2.5
2024-09-10 11:06:00,Kingston,Card,cf095c11-a712-43bf-9795-6325d398b99d,Cappuccino,3.0
2024-07-03 23:02:00,Kingston,Cash,367450c6-3f1f-4447-a097-4c0ab15fef94,Espresso,2.0
2024-11-04 18:48:00,Wimbledon,Cash,a75da90a-90fb-4c37-a6b3-fd7252d72901,Espresso,2.0
2025-02-12 18:35:00,Kingston,Card,d0d1a11f-cd1e-43aa-a02f-f53460e95e07,Cappuccino,3.0
2024-11-01 00:02:00,Kingston,Card,6d6da510-785c-42e8-afbb-52f3ee118b36,Latte,3.5
2024-12-28 00:23:00,Chessington,Cash,7002f3f2-3a01-4252-9170-035f4976823d,Latte,3.5
2025-03-08 15:22:00,Wimbledon,Card,2a9d9624-c6eb-4d6d-92f5-8f9a14da1a76,Mocha,3.75
