order_id,date_time,branch,payment_type
8da5f603-ec54-4604-bf04-5361aa29bf8b,2024-05-03 19:39:00,Brixton,Card
cedeeb49-3b17-4ed7-b420-381ee9ed5a70,2024-05-03 00:00:00,Brixton,Cash
7723c932-ebf3-450f-b5da-8d5ce6da2752,2024-05-03 00:00:00,Brixton,Card
e84c1dcd-6f44-438c-af51-a29cf466e1d6,2024-05-03 00:00:00,Brixton,Card
6268d020-dea3-42ff-b9a6-4198aa0cb7b0,2024-05-03 00:00:00,Brixton,Card
0d9002c1-afc7-453b-9ad7-5b4fd8051281,2024-05-03 00:00:00,Brixton,Card
3cde5fe5-217c-4ba1-8ccf-109f9024d154,2024-05-03 00:00:00,Brixton,Card
2003826e-5cbe-4e80-8573-525da00ac6f4,2024-05-03 16:07:00,Brixton,Cash
91d206fe-6a06-4055-b529-20a05c4eaeb1,2024-05-03 17:19:00,Brixton,Card
8dac55f3-2130-413b-ad6d-422efe7d173a,2024-05-03 15:31:00,Brixton,Card
a51184cf-453b-48c2-b273-485b223f14d7,2024-05-03 00:00:00,Brixton,Card
9ac7bf0e-479e-41f5-9bca-0944ce86f926,2024-05-03 18:11:00,Brixton,Card
4ee285ff-ddd7-4288-9471-9379d6c32306,2024-05-03 21:50:00,Brixton,Card
a8c5a2be-a6a4-48c3-94cc-1f6586daf797,2024-05-03 00:00:00,Brixton,Cash
afec10f2-a805-4815-8f48-4a2e47fa93dc,2024-05-03 11:54:00,Brixton,Card
d44d2b51-1101-487d-8afd-300c46b7f034,2024-05-03 15:00:00,Brixton,Cash
100a8f6c-dd9d-467b-b968-cb35377215d3,2024-05-03 00:00:00,Brixton,Cash
59d03c60-e06c-46a0-b112-ceb7dd67671a,2024-05-03 20:27:00,Brixton,Cash
c469e9d4-cb2a-4fcf-b00a-f7388460eac6,2024-05-03 00:00:00,Brixton,Cash
ad16f723-8b3e-422a-a047-e89860738177,2024-05-03 00:00:00,Brixton,Card
7acd5dfe-cfe7-4b01-bdf7-e29613a506eb,2024-05-03 00:00:00,Brixton,Card
d26bd24d-243f-4fcc-96ae-f1693708b59c,2024-05-03 00:00:00,Brixton,Cash
9959f747-3cc2-4a17-a505-6fc1d180e9fb,2024-05-03 09:54:00,Brixton,Card
7a547e41-9cc0-41f0-8fda-6322973f8a57,2024-05-03 00:00:00,Brixton,Card
24420ccb-46ad-429e-a32b-7b9d25ec5b1f,2024-05-03 00:00:00,Brixton,Cash
89bc1c99-707a-437e-a7c8-82bc706086d5,2024-05-03 00:00:00,Brixton,Cash
ad9581d9-b2cf-435c-8c00-59f70b7ed9b4,2024-05-03 07:06:00,Brixton,Cash
6129aa45-102c-4ee3-98cf-1c742c032f3c,2024-05-03 11:46:00,Brixton,Card
8a9a528d-bd9d-43d3-9325-37d7620cd663,2024-05-03 00:00:00,Brixton,Card
752c18c6-6595-4c20-87c8-e1fbac92a35e,2024-05-03 22:22:00,Brixton,Card
547368c3-fe54-41de-9b90-c2d30257ea35,2024-05-03 14:48:00,Brixton,Card
ff17fd3d-4c63-4d08-a13e-6f5733208793,2024-05-03 19:23:00,Brixton,Cash
263f3d30-5fb4-4294-8da1-332e907cd4ab,2024-05-03 21:21:00,Brixton,Cash
a4638a7e-f9b6-49e0-b477-f8bc4bdd55d6,2024-05-03 00:00:00,Brixton,Cash
d73653fb-7f3d-48fc-8239-55b2f978b966,2024-05-03 12:49:00,Brixton,Cash
bfe47fd2-358e-4ec9-a492-ad5f820f7725,2024-05-03 18:10:00,Brixton,Cash
c03b7ea0-abb0-47cf-b744-fef2c370f06a,2024-05-03 07:38:00,Brixton,Cash
e9b026f7-b4fc-404f-8f91-992eeac0d35b,2024-05-03 11:47:00,Brixton,Cash
2282465a-46c9-4449-8a11-8b1aaa632c8c,2024-05-03 12:11:00,Brixton,Card
3887fcf0-cdfa-4706-bf0f-202cc61a5b1b,2024-05-03 08:20:00,Brixton,Card
67d8c09b-284d-40cf-8c73-e9e02eac5f9a,2024-05-03 09:42:00,Brixton,Cash
959b74f6-4fb4-4567-80b2-27770a402e8f,2024-05-03 00:00:00,Brixton,Card
be98db4b-25a6-40c9-886c-d2f28f06c46b,2024-05-03 00:00:00,Brixton,Cash
5b2ff37c-7b27-404e-9cfe-526d441d9e61,2024-05-03 22:43:00,Brixton,Cash
a31982c4-ba6a-4672-b2bb-215bbadf4eb0,2024-05-03 08:42:00,Brixton,Cash
7236ed33-ca9f-4f2f-b4b6-7c5824ef39de,2024-05-03 17:41:00,Brixton,Cash
6a256ab1-e73e-443a-999d-ec91da0eac8b,2024-05-03 00:00:00,Brixton,Card
51fa222b-3245-44c0-ae34-8ef6ce0dc0bb,2024-05-03 07:05:00,Brixton,Card
98f2bc79-3b2b-400d-af0b-f6a42c369c16,2024-05-03 12:37:00,Brixton,Card
6a568f57-5d07-4362-b1ca-f005e844cea4,2024-05-03 11:24:00,Brixton,Cash
21cc229b-470d-403c-a3d3-db96c1327a6e,2024-05-03 00:00:00,Brixton,Card
