order_id,date_time,branch,payment_type
226c6d68-745b-46a6-bf30-16ec34427972,2024-05-01 00:00:00,Richmond,Cash
89d1da72-c908-4c20-9e74-3a6a14429976,2024-05-01 10:13:00,Richmond,Cash
9656bf92-37f9-4e2e-b8df-697bb2bc0632,2024-05-01 08:20:00,Richmond,Card
c08250cf-e69c-41bf-b03f-7906cf5a9559,2024-05-01 00:00:00,Richmond,Card
de2e5492-6500-4047-97bd-8efeb43d32b4,2024-05-01 00:00:00,Richmond,Cash
74e8684b-05c3-4943-b5b8-28dabc5c1fb0,2024-05-01 07:01:00,Richmond,Card
ff413f20-7f34-4995-a15f-e9de31ad19ac,2024-05-01 08:28:00,Richmond,Cash
6dfa5124-f530-4623-98d2-b3177563c0e0,2024-05-01 00:00:00,Richmond,Cash
2f259598-2194-42d2-84f6-82c694118bfa,2024-05-01 10:54:00,Richmond,Cash
8222a697-180d-4c94-96bb-96e503b3c311,2024-05-01 00:00:00,Richmond,Cash
8a27ba93-5348-4dee-935b-a43ae9be43e9,2024-05-01 00:00:00,Richmond,Card
eb644ef9-396c-47e9-9c07-b471989c94d8,2024-05-01 11:03:00,Richmond,Card
286e6def-cf81-4c31-99f6-675c12f82088,2024-05-01 08:10:00,Richmond,Cash
5df33c67-e059-4fdf-bb72-f110a5e8ac23,2024-05-01 00:00:00,Richmond,Cash
f0114d5d-191e-446f-8c24-e5cd445300d7,2024-05-01 13:44:00,Richmond,Card
25c09310-ba87-4a5d-a4a6-bf7d0c8028ad,2024-05-01 00:00:00,Richmond,Cash
5c7f4c86-f95e-412b-8929-d347ca7cb460,2024-05-01 13:06:00,Richmond,Card
e0cbca97-9aba-4e1e-a6b8-4c58aeb48c62,2024-05-01 00:00:00,Richmond,Card
297f57b5-c803-4c8e-9131-333d30acd626,2024-05-01 08:36:00,Richmond,Card
47307f1a-7a0d-42f4-9527-010d4daba915,2024-05-01 17:28:00,Richmond,Card
d0588972-a081-4b80-9104-48b39f8da05d,2024-05-01 00:00:00,Richmond,Card
8e921c2b-eafd-4035-baed-c0a791c306d7,2024-05-01 21:53:00,Richmond,Cash
8f1bc33d-3cb1-416b-8723-a199002031c9,2024-05-01 21:49:00,Richmond,Cash
242c6b49-297c-4427-8400-5ecb5bfaa2f2,2024-05-01 00:00:00,Richmond,Cash
0667da45-4d23-4651-a4f4-7e5cb52d4171,2024-05-01 17:38:00,Richmond,Cash
8432bdd8-9d0e-4ad7-b60d-91361fc2af39,2024-05-01 14:05:00,Richmond,Card
4d1cb1a7-d49a-4353-b39c-9b9bca0fbfa1,2024-05-01 00:00:00,Richmond,Cash
61df72ad-6912-43a2-b58a-4573ea0d3b5d,2024-05-01 12:58:00,Richmond,Card
19892bca-c27e-49ac-a2dc-926ed35d6cff,2024-05-01 14:22:00,Richmond,Card
7cb60a13-118b-48b5-bfb8-6a21fe678edd,2024-05-01 08:32:00,Richmond,Card
cbc8a4e4-1a7f-4a31-882d-4b965073ca5d,2024-05-01 00:00:00,Richmond,Cash
e4560977-2ab1-4f4b-9298-8c59fc4d649a,2024-05-01 12:04:00,Richmond,Card
80dc4940-60b5-4200-9f1e-8c6aec1f9891,2024-05-01 00:00:00,Richmond,Card
f023b846-59db-4c0e-8f39-27d7dc5b6a3f,2024-05-01 19:56:00,Richmond,Card
8745ae41-4e05-4375-81e8-c5c31f491b3a,2024-05-01 12:13:00,Richmond,
aca651ff-b561-4e31-bc60-1ecd94621b32,2024-05-01 13:26:00,Richmond,Cash
0704c1b8-f980-4741-9b12-c65667ff7855,2024-05-01 22:50:00,Richmond,Card
bb383820-5ccf-4eb3-9427-2d7ee6b4e4d9,2024-05-01 00:00:00,Richmond,Card
869b5e8f-42e3-4dab-8712-22c96af783cd,2024-05-01 00:00:00,Richmond,Card
943c8f82-7a4b-474e-af18-bb0d81371a74,2024-05-01 00:00:00,Richmond,Cash
b8723a4f-942d-47d3-9bcc-69bfa0b4b8af,2024-05-01 11:19:00,Richmond,Cash
e8b85dbf-d997-4629-ae17-a417ae8b806c,2024-05-01 19:13:00,Richmond,Card
73683c80-e2b9-4d4a-b2bb-f217fbc2dfe7,2024-05-01 00:00:00,Richmond,Card
f92ee093-1c89-44ee-b201-dcfc13e88957,2024-05-01 22:03:00,Richmond,Card
55bf45d2-06cb-4a64-97e2-54061d16cf18,2024-05-01 14:28:00,Richmond,Cash
6a6e3d4f-8892-4d02-9fc2-9b794f65e46e,2024-05-01 00:00:00,Richmond,Cash
67908d38-2182-4936-ab3a-50a109aca009,2024-05-01 00:00:00,Richmond,Card
