order_id,date_time,branch,payment_type
2f873df1-8d59-4e31-b44d-d7bde6c843dc,2024-04-29 07:21:00,Soho,Cash
704df509-8f8a-4274-ab18-578c4d782be3,2024-04-29 00:00:00,Soho,Cash
e0aeacf9-0fc5-497a-b55a-0a60e0e57e10,2024-04-29 00:00:00,Soho,Cash
0c4bb844-a8e6-4c57-9604-382c5103d26e,2024-04-29 11:53:00,Soho,Cash
57e14a06-4f7f-4bc6-a10b-ff517cdd0195,2024-04-29 20:43:00,Soho,Card
f1147877-5d22-4dd5-853e-6874c65c7d4e,2024-04-29 13:21:00,Soho,Cash
7ccde1cc-16ab-4407-a224-5e4936171bfb,2024-04-29 20:27:00,Soho,Card
87b81fcf-47bd-4204-94ba-6ec0ccf07edb,2024-04-29 17:27:00,Soho,Cash
733c0335-50ca-49ff-b243-cd26b16f0e8d,2024-04-29 00:00:00,Soho,Cash
4400bef9-af65-4acf-9600-23892c1c4bef,2024-04-29 07:36:00,Soho,Cash
254a3bd7-ffa6-4fc6-b371-63f96f306658,2024-04-29 00:00:00,Soho,Cash
0d6f3b40-7970-406c-9fc3-6185da7cc828,2024-04-29 15:30:00,Soho,Card
6134982e-14a6-4fab-af54-ac0c7310e8e0,2024-04-29 17:59:00,Soho,Cash
e2fee0c9-60d4-42e3-aa67-26fdcb9a9c78,2024-04-29 00:00:00,Soho,Cash
37ecd429-bb38-49ab-b101-c8c7e2629aaa,2024-04-29 00:00:00,Soho,Cash
4e76b30e-746f-41f4-85e9-7b4ef09f6c15,2024-04-29 17:36:00,Soho,Cash
bb760cf1-cb52-4fd2-b48a-56dc53c7e23b,2024-04-29 00:00:00,Soho,Card
297ce3e7-c7cf-4086-9285-5eb30d280d37,2024-04-29 00:00:00,Soho,Cash
a2829266-6e6b-482c-a505-632a3329597b,2024-04-29 00:00:00,Soho,Card
a65aa1b5-2ea5-44d9-a53d-2e6970e39adb,2024-04-29 00:00:00,Soho,Cash
a31155f0-1cde-43d5-ad44-3e1dba830265,2024-04-29 08:50:00,Soho,Card
76c5af3d-3642-4552-8786-80cff36bad10,2024-04-29 00:00:00,Soho,Cash
29ee5d91-7cf3-4131-ad52-1a21d86bf025,2024-04-29 10:28:00,Soho,Card
d85bbd5e-f6fc-4838-802e-ff629fb7a388,2024-04-29 15:36:00,Soho,Cash
1996272b-e254-4b1d-8546-2c69444665ea,2024-04-29 08:07:00,Soho,Cash
12267ce9-9a21-487e-b4fd-335ae5066855,2024-04-29 18:55:00,Soho,Card
baabafae-98c2-4497-9c17-64436ddf0477,2024-04-29 08:52:00,Soho,Cash
11bdfb1d-4e9d-4d20-a1e6-01ee55259598,2024-04-29 21:48:00,Soho,Card
6ab42fe5-846e-41ad-bd55-f2e962a06c24,2024-04-29 22:01:00,Soho,Card
aca8998e-5efb-491f-9ed0-33ab6038a46d,2024-04-29 00:00:00,Soho,Cash
79a8d66b-a70a-4a30-a431-2a358d0b25d5,2024-04-29 12:22:00,Soho,Cash
1d0ff52c-0050-4f11-b763-ce266ef09fc9,2024-04-29 00:00:00,Soho,
b0fec0ae-5b80-430f-bc62-ea8ea67ee089,2024-04-29 18:39:00,Soho,Card
a5018c0e-7384-452d-8b6c-422e3532c9a8,2024-04-29 00:00:00,Soho,Card
