order_id,date_time,branch,payment_type
10fd38b5-4120-4b75-b486-0deec8fa2f7d,2024-05-08 00:00:00,Soho,Cash
728b6ae3-51d0-4b91-963b-b614f66dd238,2024-05-08 00:00:00,Soho,Card
c15a92b8-48f0-4aab-9c67-89ca8cd62edb,2024-05-08 00:00:00,Soho,Card
41ed92c9-370f-4798-a9ce-ff8c0252471d,2024-05-08 00:00:00,Soho,Card
41eba849-ce2f-4819-82c9-d187bb2d488d,2024-05-08 07:37:00,Soho,Cash
9aa56be2-e430-42d0-a839-2d12fba4ff1d,2024-05-08 10:55:00,Soho,Card
de1e62d8-f161-4431-9b9c-8389cb78a497,2024-05-08 00:00:00,Soho,Card
269f988b-64c6-4c88-a074-3d1764b8d90c,2024-05-08 14:25:00,Soho,Card
913f4152-0e2d-429e-abd7-3c2c63e22991,2024-05-08 07:47:00,Soho,Card
1b896fbe-d0ba-4232-a561-03f2bf5c51d9,2024-05-08 00:00:00,Soho,Card
7caf67d8-8549-403c-b3f5-9fbfdabe5193,2024-05-08 14:09:00,Soho,Cash
2cfe0073-8bf4-48e7-9667-4dc3c91b8458,2024-05-08 17:35:00,Soho,Card
a9c025e2-59c0-4d96-9eca-6b339336f0e6,2024-05-08 00:00:00,Soho,Card
795454f5-75c2-46ef-9a32-7de121f00a3f,2024-05-08 08:13:00,Soho,Cash
c6e08448-9f1f-4179-8d2a-aef7ba5f56ad,2024-05-08 17:58:00,Soho,Cash
319ef823-780a-41d2-9c30-50285377e9f2,2024-05-08 00:00:00,Soho,Cash
b2d9ed46-48fb-4235-bc14-5deb80073b69,2024-05-08 10:25:00,Soho,Card
e8a55a8f-5db3-48ff-9bc1-e284a8358083,2024-05-08 19:42:00,Soho,Cash
dae768bb-f98b-4ecc-a386-d7e51c4b1875,2024-05-08 00:00:00,Soho,Cash
5661b867-49ff-4738-ba1a-2c9023c8930b,2024-05-08 13:50:00,Soho,Cash
d598219c-565f-4147-9a72-45fa572d9eea,2024-05-08 00:00:00,Soho,Card
fea47b68-1fbc-449d-8ff9-a970bc3c8272,2024-05-08 00:00:00,Soho,Cash
f89c65d0-188f-4b64-9505-ffff406c1285,2024-05-08 22:54:00,Soho,Cash
77bbd290-e4bf-4631-9581-cbfff4c34a90,2024-05-08 00:00:00,Soho,Card
bc9b8bd4-40bd-46d0-b7ec-ce00ad6b7175,2024-05-08 18:59:00,Soho,Card
78893df3-6d6a-4f22-aced-f416bd11c4ba,2024-05-08 11:54:00,Soho,Cash
f0a1e5cf-7190-4297-b2d2-d5b47b395775,2024-05-08 00:00:00,Soho,Card
7dbd8b6e-c07d-4337-9637-0f7cfa0e1416,2024-05-08 18:10:00,Soho,Card
a38d255a-abb4-4571-be9b-dc9135b37606,2024-05-08 00:00:00,Soho,Card
7fbfe21b-ea52-46c3-9c2d-a5e7c92aaea5,2024-05-08 16:15:00,Soho,Cash
542a64a0-cd07-48c8-8207-a644602f3a45,2024-05-08 16:26:00,Soho,Cash
16f55444-f4ba-4953-b14f-a1097f3cb6ed,2024-05-08 00:00:00,Soho,Card
2d288519-d676-4d80-b4c7-a866e2145ca7,2024-05-08 00:00:00,Soho,Cash
da3f0fe9-a219-478b-802c-968937927517,2024-05-08 00:00:00,Soho,Card
e67cb81d-2df4-434b-ac28-9ca79a84033c,2024-05-08 13:34:00,Soho,Cash
ddeaad02-2371-47af-9631-99a7a7f89e13,2024-05-08 20:35:00,Soho,Cash
c113717f-ef19-45c7-afb3-2e6623c8cf11,2024-05-08 18:21:00,Soho,Cash
e87b19b5-dcb3-4c5d-b0d6-ffbc86e547d5,2024-05-08 00:00:00,Soho,Card
18147ef6-ae61-4008-8278-5b4ace61e337,2024-05-08 19:38:00,Soho,Cash
904c1b28-0de7-4a6c-a97a-bdb77102d705,2024-05-08 00:00:00,Soho,Card
08d75e58-de94-47ec-b009-6bcd3ea65312,2024-05-08 09:27:00,Soho,Card
87bbccb6-ad54-4a45-9f94-71c47790e303,2024-05-08 00:00:00,Soho,Card
802f0ef6-d5d3-429b-af79-10af5aa82510,2024-05-08 21:05:00,Soho,Cash
e03e8aa6-7624-4030-9755-ca57c9436ea9,2024-05-08 12:35:00,Soho,Cash
1b21d912-fb36-42c0-885b-96cc6e627a80,2024-05-08 20:53:00,Soho,Cash
c967a15c-5cd5-4fe2-a573-93c31541a012,2024-05-08 14:20:00,Soho,Cash
df12f371-61cc-4e61-b3ed-70f0cb81d9e7,2024-05-08 16:26:00,Soho,Cash
7dda9b54-8c1a-484b-bc23-1359a8f18edb,2024-05-08 13:20:00,Soho,Cash
a8f88783-3031-4f83-8cd8-5d23c410cd62,2024-05-08 14:14:00,Soho,Cash
54da2c87-736e-487d-9288-914c88a8a5a1,2024-05-08 20:48:00,Soho,Card
3352c5c7-adb9-4244-905c-3047874718d9,2024-05-08 07:40:00,Soho,Card
a16dadd1-03a4-473f-8892-0426362613be,2024-05-08 13:10:00,Soho,Cash
2345e3ef-f5f7-4532-9849-088e9e1388d7,2024-05-08 00:00:00,Soho,Cash
082049c5-f771-4f5f-b840-4aab7e609a9e,2024-05-08 17:22:00,Soho,Cash
928be1e8-44ab-4d58-8b04-a359d7e8e18a,2024-05-08 00:00:00,Soho,Cash
101177c8-1fd9-44e0-ae81-80982fa7dd13,2024-05-08 19:18:00,Soho,Cash
e5259d73-eb08-4636-902c-0229696813e9,2024-05-08 00:00:00,Soho,Cash
475ba378-aad6-452a-bd79-89272bda9a6a,2024-05-08 00:00:00,Soho,Card
5aaa453e-c089-4f4a-a0fd-e1387f918b46,2024-05-08 15:04:00,Soho,Card
da3a79a7-6ce3-4e1d-89a2-019a90c826d5,2024-05-08 10:37:00,Soho,Cash
983d59f0-21ba-4558-af30-1096a129b866,2024-05-08 00:00:00,Soho,Card
df80c579-2dfe-4be6-ae38-70cad871bf70,2024-05-08 00:00:00,Soho,Card
a4a57854-2a27-4ed4-a6ad-3a38e309044d,2024-05-08 00:00:00,Soho,Cash
8442e3f1-af25-4f84-99e8-f9dd9466b4ea,2024-05-08 18:19:00,Soho,Card
1b15373a-cf77-492a-b109-69ef4b2efd32,2024-05-08 00:00:00,Soho,Cash
fc2e949e-a7ff-4110-9b73-99002d546db8,2024-05-08 08:03:00,Soho,Cash
c4cd3a23-f8bf-4741-ba5c-5924efae0025,2024-05-08 18:11:00,Soho,Cash
f7800a4b-7a60-4f72-a7f1-cd0a841b297e,2024-05-08 11:36:00,Soho,Cash
272064c0-d8e9-4668-a920-6e0fe472bca7,2024-05-08 00:00:00,Soho,Card
39bcd361-d240-41bf-a218-b9ea5e61f97f,2024-05-08 19:04:00,Soho,Card
6cf47772-5ed7-4c6f-97cf-9a94ce466d91,2024-05-08 11:14:00,Soho,Card
80414cb4-ae4f-4f4b-bb2b-9ec0edc8dfd0,2024-05-08 11:54:00,Soho,Cash
e76ef334-8473-47de-9bc8-48569d9c0039,2024-05-08 21:58:00,Soho,Cash
7b7cce82-2396-4f10-9db4-f5a8276f8fab,2024-05-08 17:06:00,Soho,Card
88871b99-2cc8-42c2-818b-776b6b4367e3,2024-05-08 15:09:00,Soho,Cash
a198c2a3-6603-4034-8a08-e1ba69a390f1,2024-05-08 09:29:00,Soho,Card
36332481-63ab-40b5-8dad-52b0c57a1e82,2024-05-08 19:16:00,Soho,Card
ac533d77-9bfd-491a-a6d8-3c8d2da18d4c,2024-05-08 09:49:00,Soho,Cash
7dad4d5a-f642-4d7e-b31d-a88bc7ccc3e3,2024-05-08 00:00:00,Soho,Card
bc5efc98-b6f0-4242-8e03-173edfebf437,2024-05-08 13:31:00,Soho,Cash
cb034a72-ddcb-443a-8255-910519fac387,2024-05-08 19:38:00,Soho,Cash
fd7e5b6f-9a31-4b5d-8ff2-d17b0f32c891,2024-05-08 00:00:00,Soho,Card
cfa703c4-af21-4a4e-9151-0407b73a8493,2024-05-08 17:08:00,Soho,Cash
56cb0ae8-061a-4379-a595-f557ef4dcdd8,2024-05-08 00:00:00,Soho,Cash
94d09867-7180-48ad-82d7-ab2f2f920c9a,2024-05-08 00:00:00,Soho,Cash
7a25e057-5e56-4ff9-b68f-1c29734a9d86,2024-05-08 00:00:00,Soho,Cash
f29f908f-da19-4b8a-b61c-53c67d24aeaa,2024-05-08 11:53:00,Soho,Cash
0bd21ca6-ed13-4084-86e5-b0aa338938d4,2024-05-08 00:00:00,Soho,Card
8da45d32-6a40-4f8a-81c2-564454c71d76,2024-05-08 22:33:00,Soho,Card
5ff5d0e6-3603-4f2e-a8c9-f6fde08fc421,2024-05-08 00:00:00,Soho,Card
8dcf0794-c142-4150-a775-7069ae49124d,2024-05-08 00:00:00,Soho,Card
0806c3be-e6e0-40a9-868b-03870c30b65c,2024-05-08 00:00:00,Soho,Cash
76fe6fed-16bb-4bbc-b85f-fdb522478eb7,2024-05-08 20:49:00,Richmond,Card
bffe68ca-9ad4-4522-ab77-c53e0a15f11b,2024-05-08 14:50:00,Richmond,Cash
4df94788-881d-4e53-ab59-955635a492e4,2024-05-08 00:00:00,Richmond,Card
50f6de65-d582-45b4-95fa-29421b5e0241,2024-05-08 00:00:00,Richmond,Cash
d14c59c8-90c2-4755-93c1-900d2c54aa46,2024-05-08 15:31:00,Richmond,Card
2a933d5b-1d7c-4d22-a283-5703b568d052,2024-05-08 10:37:00,Richmond,Cash
ecdc78a2-7800-445f-b6c1-8f1441a479fe,2024-05-08 12:58:00,Richmond,Card
c6d6271c-2f37-4385-bb96-774736cee6d8,2024-05-08 17:17:00,Richmond,Card
2972bb61-81eb-4a63-a806-9f465f40d898,2024-05-08 17:52:00,Richmond,Cash
fdcd20c4-12fb-4bb4-a68a-de9c505864d6,2024-05-08 12:23:00,Richmond,Card
f4e5515a-d6c3-4ade-9ea8-f98e3d58886d,2024-05-08 18:47:00,Richmond,Cash
25abb316-2038-4469-9041-6d5d7d2fea33,2024-05-08 13:33:00,Richmond,Card
385a6296-6703-43a6-b09b-cbb72c0d7518,2024-05-08 00:00:00,Richmond,Card
