order_id,product_id,quantity,order_item_id
00287720-4fc0-4df5-8774-a2948b2131d4,3e0685b9-b759-5740-a3fb-187094b9ac5f,1,45e3c392-dd8f-4be0-ae03-b57deefe0c25
00287720-4fc0-4df5-8774-a2948b2131d4,576dadcd-ff7a-5f59-8ef9-20e99fe21d13,1,fcd11259-0bed-49cf-b124-45c2d1ae3413
01593c85-056d-415d-963e-f5a22303021b,3e0685b9-b759-5740-a3fb-187094b9ac5f,1,344798f8-1f7d-495e-adf6-452ded4c9f71
01593c85-056d-415d-963e-f5a22303021b,75e7f049-029c-5e6a-9793-aea4ae8237aa,1,de13f31e-d6f6-4082-bdd8-e6a22642f71c
01593c85-056d-415d-963e-f5a22303021b,d2b0bf77-a79f-5026-a892-e0eb2c48c1d1,1,51479a4b-a21b-4225-8fc8-5ee2ba781d44
03144f87-70e6-49d8-9877-c3a65d40b904,3e0685b9-b759-5740-a3fb-187094b9ac5f,1,9c46b7fa-ffdd-4da0-8b30-dffa0d7dac28
03144f87-70e6-49d8-9877-c3a65d40b904,d2b0bf77-a79f-5026-a892-e0eb2c48c1d1,1,6278551c-f18d-4c8a-87ce-2f984d05ff87
05656a5e-1b48-4d9c-a346-6298b8ab4e28,d2b0bf77-a79f-5026-a892-e0eb2c48c1d1,1,d8d8954e-6fe4-484e-b8e3-0fa32884f6bd
058cf936-5dad-4931-97d2-043c87df3171,75e7f049-029c-5e6a-9793-aea4ae8237aa,1,131ef5b9-e9ef-41b2-8783-d1e8ee27844b
07c6aeeb-2192-4152-912e-0749f19c5265,baf9ca6e-937b-5c6a-9993-724f7a71cf91,1,1bf50294-3e01-4e7e-8103-33731c6ca753
07c6aeeb-2192-4152-912e-0749f19c5265,d2b0bf77-a79f-5026-a892-e0eb2c48c1d1,1,93bdddb4-f2ec-40f4-8e23-bbd5158714ba
0806c3be-e6e0-40a9-868b-03870c30b65c,75e7f049-029c-5e6a-9793-aea4ae8237aa,1,7cd572a5-bdc4-4ac3-9dc2-fc94dd09b1db
0806c3be-e6e0-40a9-868b-03870c30b65c,c044336d-c780-56de-937a-16c5cf0f35e0,1,ca8cae2f-2cac-4e0c-9b50-4eefb11fddab
082049c5-f771-4f5f-b840-4aab7e609a9e,576dadcd-ff7a-5f59-8ef9-20e99fe21d13,1,ac8448b2-7cda-4df9-b6f8-56cbabbaad57
082049c5-f771-4f5f-b840-4aab7e609a9e,d2b0bf77-a79f-5026-a892-e0eb2c48c1d1,1,127a54d6-34d7-4dfb-85ba-794da9e0e150
0887463d-7e05-4974-856c-07e7593f1889,576dadcd-ff7a-5f59-8ef9-20e99fe21d13,1,18eee779-1d3d-4503-8c57-d2b3c2909b5f
0887463d-7e05-4974-856c-07e7593f1889,c044336d-c780-56de-937a-16c5cf0f35e0,1,678512e4-2ca3-435b-8944-d0083947e9e1
0887463d-7e05-4974-856c-07e7593f1889,d2b0bf77-a79f-5026-a892-e0eb2c48c1d1,1,7ccb02ac-11c5-4abc-8a22-7ee06e33e6a1
08c7bdf9-fecd-4313-ba5a-85c36e606bbc,3e0685b9-b759-5740-a3fb-187094b9ac5f,1,33124522-317e-4aed-80df-704ac512635c
08d75e58-de94-47ec-b009-6bcd3ea65312,75e7f049-029c-5e6a-9793-aea4ae8237aa,1,030a63db-52a2-42b1-a52e-59386ef6eea1
0a620c1d-1a00-45c0-a433-c60318ca22e2,3e0685b9-b759-5740-a3fb-187094b9ac5f,1,18199da8-f194-4fa0-bb92-cb2b9c40acc8
0a620c1d-1a00-45c0-a433-c60318ca22e2,576dadcd-ff7a-5f59-8ef9-20e99fe21d13,1,eb1a7936-efc4-4a56-a822-699b9510aa0a
0a620c1d-1a00-45c0-a433-c60318ca22e2,c044336d-c780-56de-937a-16c5cf0f35e0,1,0d81ae44-5d6b-4314-ad45-5a320e7d7bc2
0abbfc6e-03d4-432d-ab0e-d5da76b9d867,3e0685b9-b759-5740-a3fb-187094b9ac5f,1,4d1282aa-a353-4aa8-8a5b-b9b7772147cf
0b97335f-86a8-4cc3-85b6-68b99962f948,4e8df017-8885-55ef-8c63-325b9636370a,1,ee9eb4e7-900e-4865-bd49-c31ad268d29e
0b97335f-86a8-4cc3-85b6-68b99962f948,576dadcd-ff7a-5f59-8ef9-20e99fe21d13,1,f304ae1f-49a9-4727-863d-256f6fc307ec
0bd21ca6-ed13-4084-86e5-b0aa338938d4,d2b0bf77-a79f-5026-a892-e0eb2c48c1d1,1,7bdcd4c6-67ac-492e-a4e0-6b773f523a40
