order_id,product_id,quantity,order_item_id
013d58fe-477c-4575-a36d-b4566e5b4894,baf9ca6e-937b-5c6a-9993-724f7a71cf91,1,aa22a009-53b8-4496-a63d-f43536294a26
013d58fe-477c-4575-a36d-b4566e5b4894,d2b0bf77-a79f-5026-a892-e0eb2c48c1d1,1,97731e47-ea0a-4502-881d-366c4421e9d0
0333e0a5-107a-4b21-a159-a87adbe8e7ac,576dadcd-ff7a-5f59-8ef9-20e99fe21d13,1,df568498-487d-4cc5-9ea6-d6cd39b5e8c4
0333e0a5-107a-4b21-a159-a87adbe8e7ac,baf9ca6e-937b-5c6a-9993-724f7a71cf91,1,eb7b0803-7a41-4f41-8f53-d71a0bcb7fb4
034de042-c2f5-4f86-a143-b19f646c1fe0,3e0685b9-b759-5740-a3fb-187094b9ac5f,1,8c1d3a66-df43-4a97-96e1-bd303598a30e
034de042-c2f5-4f86-a143-b19f646c1fe0,d2b0bf77-a79f-5026-a892-e0eb2c48c1d1,1,8c527fd3-5caf-42e0-b39c-e82894607796
0412a747-e5ff-4c10-a238-eff9aa99f47e,576dadcd-ff7a-5f59-8ef9-20e99fe21d13,1,717826d9-7731-4c11-8d99-00712e59a52e
0501d5d8-c3c4-473a-acc6-33d7c09cd356,576dadcd-ff7a-5f59-8ef9-20e99fe21d13,1,b389b3e1-9471-44e7-a253-8cd51537a4b3
059aefe5-3d95-48e9-b984-fc901c1beb30,3e0685b9-b759-5740-a3fb-187094b9ac5f,1,ef007ff2-f59c-4468-bab4-85191741480f
059aefe5-3d95-48e9-b984-fc901c1beb30,c044336d-c780-56de-937a-16c5cf0f35e0,1,85dd1ae4-9c26-45c0-9672-8a19effb5d35
06dec7a9-0947-405c-8174-0b9972727001,576dadcd-ff7a-5f59-8ef9-20e99fe21d13,1,76bc7d19-ee50-47fe-8161-492b3fc96bc5
06dec7a9-0947-405c-8174-0b9972727001,75e7f049-029c-5e6a-9793-aea4ae8237aa,2,ea6dd071-871d-4092-aa21-db393521da42
06dec7a9-0947-405c-8174-0b9972727001,d2b0bf77-a79f-5026-a892-e0eb2c48c1d1,1,943afb77-0349-452e-b124-6c30e03ac43e
06e105f6-75e4-4261-9107-afa7a1b5aa64,4e8df017-8885-55ef-8c63-325b9636370a,1,08a0fb0f-3bc0-48dc-9a2b-397a7e3a3ca9
06e105f6-75e4-4261-9107-afa7a1b5aa64,576dadcd-ff7a-5f59-8ef9-20e99fe21d13,1,1e572f8d-fd5e-4678-b5f1-bd3a290f49e2
06e105f6-75e4-4261-9107-afa7a1b5aa64,75e7f049-029c-5e6a-9793-aea4ae8237aa,2,db73d88d-3336-4971-8b43-290c244a6a61
080f264a-048e-403e-8bf1-094ec1fc9fa3,576dadcd-ff7a-5f59-8ef9-20e99fe21d13,1,f4282011-f7fd-47f8-9760-e59bad679ca5
095d563b-10dc-41cc-bb92-081c4079ca8d,576dadcd-ff7a-5f59-8ef9-20e99fe21d13,1,eef9a818-4549-4f3c-9e3c-099a915144e4
0a5abeaf-2e21-42f6-bbbc-36d2e36cf028,75e7f049-029c-5e6a-9793-aea4ae8237aa,1,07732e7e-d058-4113-99bd-2ce02b93e8dc
0a97101d-1a62-4b32-86ba-164beb40cf32,3e0685b9-b759-5740-a3fb-187094b9ac5f,1,e59ddf8f-3f32-4625-8053-28a67be6c5d1
0a97101d-1a62-4b32-86ba-164beb40cf32,75e7f049-029c-5e6a-9793-aea4ae8237aa,1,498932e0-cb9d-4aab-9bc0-707ff5a15af0
0b97109e-d157-4904-8cf1-6a720d862886,baf9ca6e-937b-5c6a-9993-724f7a71cf91,1,9f0759d6-676a-4c18-ad74-af9451a09013
0cb58c5c-8c62-4c5e-932a-1e02ab8d01b6,576dadcd-ff7a-5f59-8ef9-20e99fe21d13,1,175c867d-f560-47b3-a3c7-b6d7a04932d0
0e3d9e53-c6a5-47a2-878d-46e4318f9e32,576dadcd-ff7a-5f59-8ef9-20e99fe21d13,2,4f9b4da7-7e6e-41e3-9411-6d4326334bd3
0e3d9e53-c6a5-47a2-878d-46e4318f9e32,c044336d-c780-56de-937a-16c5cf0f35e0,1,25a87cb4-ee6a-4e19-8227-1990f8dd49c4
0e7d4e88-f36a-40d1-a4ca-f4c4d4054dc3,baf9ca6e-937b-5c6a-9993-724f7a71cf91,1,9a4de04a-d844-4b39-89ec-6987f6f00b9e
0ebdefab-4f24-4c9d-8b25-9039b82b4520,75e7f049-029c-5e6a-9793-aea4ae8237aa,1,3051ca94-c1ff-41f6-a0a0-7cd62fdd68f3
10c3a068-aca3-40fa-9564-483528b5e82e,576dadcd-ff7a-5f59-8ef9-20e99fe21d13,1,338d6339-a892-47fe-9ada-fcee70887e3c
10c3a068-aca3-40fa-9564-483528b5e82e,baf9ca6e-937b-5c6a-9993-724f7a71cf91,1,bb7df1f5-0345-4397-977a-1decc2cd1684
111ba11e-f76f-4240-9e06-7aafd8d78c2e,d2b0bf77-a79f-5026-a892-e0eb2c48c1d1,2,1d021148-3faa-4f61-8f8f-3a7bcd32d1b6
12414d2e-bb6d-40e9-9135-d37914c5c01d,d2b0bf77-a79f-5026-a892-e0eb2c48c1d1,1,e6f4bd6e-93b3-4cc3-a175-84916cc2802b
12a814dc-d543-4d02-8a95-a5890a6a83d8,576dadcd-ff7a-5f59-8ef9-20e99fe21d13,1,26c258d3-ffba-494c-8914-5687ebbc50d2
137afeec-cf29-45d2-b783-74d87bbf5568,75e7f049-029c-5e6a-9793-aea4ae8237aa,1,42c60e62-352a-465a-bc9e-c0a30ce67bbb
137afeec-cf29-45d2-b783-74d87bbf5568,c044336d-c780-56de-937a-16c5cf0f35e0,1,b4827b7c-e988-49bc-9a7c-4c0df8605117
137afeec-cf29-45d2-b783-74d87bbf5568,d2b0bf77-a79f-5026-a892-e0eb2c48c1d1,1,cf22eb61-7666-4c90-9a0d-26423af0d937
15497168-1dc2-41e8-93cf-dff568182bab,4e8df017-8885-55ef-8c63-325b9636370a,1,79a892b3-9cfa-4d18-8de5-2678a45d70b4
163f3c2d-2d16-4c8a-bd65-92023bddde9e,4e8df017-8885-55ef-8c63-325b9636370a,1,209a4613-ddb3-4cc7-96ab-f5fab2a79083
164b6482-30b4-4a02-9422-60371e6466ca,75e7f049-029c-5e6a-9793-aea4ae8237aa,1,fd7cde30-2a3a-46e4-9a1b-a0750c515897
16530f4d-22a9-4e8f-9c06-37c5caadb239,75e7f049-029c-5e6a-9793-aea4ae8237aa,1,1a3e7547-a771-4abe-abea-bc357670d331
16530f4d-22a9-4e8f-9c06-37c5caadb239,baf9ca6e-937b-5c6a-9993-724f7a71cf91,1,9e5097b0-448e-4e34-8da4-16dfe1c74d10
16530f4d-22a9-4e8f-9c06-37c5caadb239,d2b0bf77-a79f-5026-a892-e0eb2c48c1d1,1,4d8f1868-d63b-4932-bb1d-257edb888795
171fb9fd-03e7-4fa1-8e50-1b853c5fda16,4e8df017-8885-55ef-8c63-325b9636370a,1,41d7cd04-c413-4f2d-ba51-e3c4adde34c3
171fb9fd-03e7-4fa1-8e50-1b853c5fda16,baf9ca6e-937b-5c6a-9993-724f7a71cf91,1,26e7afe6-90bc-46c1-bc57-82fb1150aa58
171fb9fd-03e7-4fa1-8e50-1b853c5fda16,c044336d-c780-56de-937a-16c5cf0f35e0,1,d3552907-6ef3-4ba8-a1ed-bad492b11aa3
